FULL NAME,BORN,AGE,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
John Gilbert Irvine,"Sunday, 1 July 1888 in Dunedin, New Zealand","Saturday, 10 June 1939 in Queenstown",98kg,Lock,Unknown,Southern,Otago,Sal,"Wednesday, 1 July 1914v Wellington at Wellingtonaged 26 years, 0 days","Saturday, 18 July 1914v Australia at Sydneyaged 26 years, 17 days","Saturday, 15 August 1914v Australia at Sydneyaged 26 years, 45 days",3 3,7 7,10 10,Jersey Number 4 : 3,0pts,0pts,0pts,208,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
William Richard Irvine,"Friday, 2 December 1898 in Auckland, New Zealand","Saturday, 26 April 1952 in Whangarei","1.72m, 83kg",Hooker,Terrace School,Waipukurau Rovers,"Hawkes Bay, Wairarapa",Bull,"Saturday, 15 September 1923v N.S.W. at Wellingtonaged 24 years, 287 days","Saturday, 1 November 1924v Ireland at Dublinaged 25 years, 335 days","Saturday, 21 June 1930v British & Irish Lions at Dunedinaged 31 years, 201 days",5 5,36 36,41 41,Jersey Number 1 : 4 Jersey Number 2 : 1,"9pts (3t, 0c, 0p, 0dg, 0m)","12pts (4t, 0c, 0p, 0dg, 0m)","21pts (7t, 0c, 0p, 0dg, 0m)",280,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Mark William Irwin,"Sunday, 10 February 1935 in Gisborne, New Zealand","Saturday, 30 June 2018 in Rotorua","1.84m, 103kg",Prop,Wanganui Collegiate,Otago University,Otago,"Saturday, 20 August 1955v Australia at Wellingtonaged 20 years, 191 days","Saturday, 20 August 1955v Australia at Wellingtonaged 20 years, 191 days","Saturday, 25 June 1960v South Africa at Johannesburgaged 25 years, 136 days",7 7,18 (1 as a substitute) 18,25 (1 as a substitute) 25,Jersey Number 1 : 2 Jersey Number 3 : 5,0pts,0pts,0pts,564,,,,
FULL NAME,BORN,DIED,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,,
Frederick Elder Birbeck Ivimey,"Sunday, 28 March 1880 in London, England","Wednesday, 6 December 1961 in Christchurch",Loose Forward,Unknown,Union (Otago),Otago,"Wednesday, 22 June 1910v Queensland at Brisbaneaged 30 years, 86 days",0 0,1 1,1 1,,0pts,0pts,172,,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Christopher Raymond Jack,"Tuesday, 5 September 1978 in Christchurch, New Zealand",40,"2.02m, 115kg",Lock,Shirley Boys' High,Shirley,"Canterbury, Tasman",Jacko,"Saturday, 23 June 2001v Argentina at Christchurchaged 22 years, 291 days","Saturday, 23 June 2001v Argentina at Christchurchaged 22 years, 291 days","Saturday, 6 October 2007v France at Cardiffaged 29 years, 31 days",67 (8 as a substitute) 67,1 (1 as a substitute) 1,68 (9 as a substitute) 68,Jersey Number 4 : 55 Jersey Number 5 : 4 Jersey Number 18 : 8,"25pts (5t, 0c, 0p, 0dg, 0m)",0pts,"25pts (5t, 0c, 0p, 0dg, 0m)",1003,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Everard Stanley Jackson,"Monday, 12 January 1914 in Hastings, New Zealand","Saturday, 20 September 1975 in Hastings","1.80m, 83kg",Prop,Rerekohu District High,MAC,Hawkes Bay,"Saturday, 5 September 1936v Australia at Wellingtonaged 22 years, 237 days","Saturday, 5 September 1936v Australia at Wellingtonaged 22 years, 237 days","Saturday, 13 August 1938v Australia at Sydneyaged 24 years, 213 days",6 6,5 5,11 11,Jersey Number 3 : 6,0pts,"3pts (1t, 0c, 0p, 0dg, 0m)","3pts (1t, 0c, 0p, 0dg, 0m)",421,,,,
FULL NAME,BORN,DIED,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Hohepa Jacob,"Friday, 16 November 1894 in Levin, New Zealand","Monday, 30 May 1955 in Palmerston North",Wing forward and loose forward,Unknown,Levin Wanderers,Horowhenua,Harry,"Saturday, 10 July 1920v Auckland at Aucklandaged 25 years, 237 days",0 0,8 8,8 8,,"25pts (7t, 2c, 0p, 0dg, 0m)","25pts (7t, 2c, 0p, 0dg, 0m)",220,,,,,,,
FULL NAME,BORN,DIED,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,,
John Phillip le Grande Jacob,"Saturday, 19 May 1877 in Marton, New Zealand","Wednesday, 3 November 1909 in Stratford",Wing three-quarter,Wanganui Collegiate,Wellington,Southland,"Wednesday, 28 August 1901v Wellington at Wellingtonaged 24 years, 101 days",0 0,2 2,2 2,,"6pts (2t, 0c, 0p, 0dg, 0m)","6pts (2t, 0c, 0p, 0dg, 0m)",85,,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
John Lyndon Jaffray,"Monday, 17 April 1950 in Dunedin, New Zealand",68,"1.76m, 81kg",Five-eighth,Kaikorai Valley High,Green Island,"Otago, South Canterbury","Saturday, 2 September 1972v Australia at Christchurchaged 22 years, 138 days","Saturday, 2 September 1972v Australia at Christchurchaged 22 years, 138 days","Saturday, 14 July 1979v France at Aucklandaged 29 years, 88 days",7 7,16 16,23 23,Jersey Number 10 : 1 Jersey Number 12 : 6,"4pts (1t, 0c, 0p, 0dg, 0m)","24pts (6t, 0c, 0p, 0dg, 0m)","28pts (7t, 0c, 0p, 0dg, 0m)",711,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Mervyn William Rutherford Jaffray,"Tuesday, 18 January 1949 in Dunedin, New Zealand",70,"1.83m, 90kg",Flanker and Number 8,Kaikorai Valley High,Green Island,Otago,"Saturday, 16 October 1976v Buenos Aires Selection at Buenos Airesaged 27 years, 272 days",0 0,4 4,4 4,,"12pts (3t, 0c, 0p, 0dg, 0m)","12pts (3t, 0c, 0p, 0dg, 0m)",767,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Cory Steven Jane,"Tuesday, 8 February 1983 in Wellington, New Zealand",36,"1.83m, 91kg",Wing/Fullback,Heretaunga College,Upper Hutt,Wellington,Hurricanes,Soup,"Saturday, 1 November 2008v Australia at Hong Kongaged 25 years, 267 days","Saturday, 1 November 2008v Australia at Hong Kongaged 25 years, 267 days","Saturday, 1 November 2014v USA at Chicagoaged 31 years, 266 days",53 (8 as a substitute) 53,2 2,55 (8 as a substitute) 55,Jersey Number 11 : 2 Jersey Number 14 : 42 Jersey Number 15 : 1 Jersey Number 22 : 6 Jersey Number 23 : 2,"90pts (18t, 0c, 0p, 0dg, 0m)",0pts,"90pts (18t, 0c, 0p, 0dg, 0m)",1080,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Ronald Alexander Jarden,"Saturday, 14 December 1929 in Lower Hutt, New Zealand","Friday, 18 February 1977 in Lower Hutt","1.73m, 81kg",Wing three-quarter,Hutt Valley High,Victoria University,Wellington,"Saturday, 16 June 1951v N.S.W. at Sydneyaged 21 years, 184 days","Saturday, 23 June 1951v Australia at Sydneyaged 21 years, 191 days","Saturday, 1 September 1956v South Africa at Aucklandaged 26 years, 262 days",16 16,21 21,37 37,Jersey Number 11 : 16,"42pts (7t, 6c, 3p, 0dg, 0m)","171pts (28t, 30c, 9p, 0dg, 0m)","213pts (35t, 36c, 12p, 0dg, 0m)",531,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Andrew Charles Reeves Jefferd,"Saturday, 13 June 1953 in Gisborne, New Zealand",65,"1.80m, 83kg",Second five-eighth,Wanganui Collegiate,Tokomaru Bay,East Coast,"Saturday, 19 July 1980v Suva at Suvaaged 27 years, 36 days","Saturday, 13 June 1981v Scotland at Dunedinaged 28 years, 0 days","Saturday, 15 August 1981v South Africa at Christchurchaged 28 years, 63 days",3 3,2 2,5 5,Jersey Number 12 : 3,0pts,0pts,0pts,815,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Arthur Grahn Jennings,"Saturday, 15 June 1940 in Lautoka, Fiji",78,"1.93m, 95kg",Lock,Northcote College,Kahukura,Bay of Plenty,"Saturday, 14 October 1967v British Columbia at Vancouveraged 27 years, 121 days",0 0,6 6,6 6,,0pts,0pts,659,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,
Francis Mahon Jervis,"Monday, 26 December 1870 in Auckland, New Zealand","Saturday, 20 December 1952 in Lower Hutt",73kg,Wing three-quarter,Auckland Grammar,Parnell,Auckland,Doss,"Wednesday, 21 June 1893v Combined XV at Wellingtonaged 22 years, 177 days",0 0,10 10,10 10,,"38pts (5t, 6c, 0p, 2dg, 1m)","38pts (5t, 6c, 0p, 2dg, 1m)",26,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Evan Morgan Jessep,"Tuesday, 11 October 1904 in Sydney, Australia","Monday, 10 January 1983 in Sydney, Australia","1.78m, 89kg",Hooker and Prop,South Wellington School,Poneke,Wellington,Ted,"Saturday, 12 September 1931v Australia at Aucklandaged 26 years, 336 days","Saturday, 12 September 1931v Australia at Aucklandaged 26 years, 336 days","Saturday, 2 July 1932v Australia at Sydneyaged 27 years, 265 days",2 2,6 6,8 8,Jersey Number 1 : 1 Jersey Number 2 : 1,0pts,0pts,0pts,382,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Peter Arthur Johns,"Thursday, 16 March 1944 in New Plymouth, New Zealand",74,"1.80m, 83kg",Five-eighth and Fullback,New Plymouth Boys' High,Waiouru Army,Wanganui,"Saturday, 25 May 1968v Tasmania at Hobartaged 24 years, 70 days",0 0,6 (1 as a substitute) 6,6 (1 as a substitute) 6,,"6pts (1t, 0c, 0p, 1dg, 0m)","6pts (1t, 0c, 0p, 1dg, 0m)",672,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Launcelot Matthew Johnson,"Monday, 9 August 1897 in Lumsden, New Zealand","Tuesday, 11 January 1983 in Christchurch","1.73m, 74kg",Five-eighth,Southland Boys' High,Wellington,Wellington,"Wednesday, 3 June 1925v Wellington at Wellingtonaged 27 years, 298 days","Saturday, 30 June 1928v South Africa at Durbanaged 30 years, 326 days","Saturday, 1 September 1928v South Africa at Cape Townaged 31 years, 23 days",4 4,21 21,25 25,Jersey Number 10 : 3 Jersey Number 12 : 1,0pts,"19pts (3t, 5c, 0p, 0dg, 0m)","19pts (3t, 5c, 0p, 0dg, 0m)",307,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
David Johnston,"Tuesday, 24 March 1903 in Okaiawa, New Zealand","Tuesday, 5 July 1938 in New Plymouth","1.73m, 68kg",Five-eighth,Unknown,Okaiawa,Taranaki,"Wednesday, 17 June 1925v N.S.W. 2nd XV at Sydneyaged 22 years, 85 days",0 0,2 2,2 2,,"4pts (0t, 2c, 0p, 0dg, 0m)","4pts (0t, 2c, 0p, 0dg, 0m)",318,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
William Johnston,"Tuesday, 13 September 1881 in Dunedin, New Zealand","Tuesday, 9 January 1951 in Sydney, Australia","1.83m, 85kg",Loose Forward,Unknown,Alhambra,Otago,Massa,"Saturday, 1 July 1905v Auckland at Aucklandaged 23 years, 291 days","Saturday, 20 July 1907v Australia at Sydneyaged 25 years, 310 days","Saturday, 10 August 1907v Australia at Sydneyaged 25 years, 331 days",3 3,24 24,27 27,Jersey Number 5 : 3,0pts,"12pts (4t, 0c, 0p, 0dg, 0m)","12pts (4t, 0c, 0p, 0dg, 0m)",119,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Bradley Ronald Johnstone,"Sunday, 30 July 1950 in Auckland, New Zealand",68,"1.88m, 102kg",Prop,Takapuna Grammar,North Shore,Auckland,"Saturday, 3 July 1976v Eastern Province at Port Elizabethaged 25 years, 339 days","Saturday, 14 August 1976v South Africa at Bloemfonteinaged 26 years, 15 days","Saturday, 24 November 1979v England at Londonaged 29 years, 117 days",13 13,32 32,45 45,Jersey Number 1 : 11 Jersey Number 3 : 2,3 as Captain,"8pts (2t, 0c, 0p, 0dg, 0m)","20pts (5t, 0c, 0p, 0dg, 0m)","28pts (7t, 0c, 0p, 0dg, 0m)",749,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Campbell Richard Johnstone,"Monday, 7 January 1980 in Waipukurau, New Zealand",39,"1.83m, 110kg",Prop,Lindisfarne College,Merivale-Lincoln University,Canterbury,Crusaders,"Friday, 10 June 2005v Fiji at Albanyaged 25 years, 154 days","Friday, 10 June 2005v Fiji at Albanyaged 25 years, 154 days","Saturday, 9 July 2005v British & Irish Lions at Aucklandaged 25 years, 183 days",3 (3 as a substitute) 3,0 0,3 (3 as a substitute) 3,Jersey Number 17 : 3,0pts,0pts,0pts,1056,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Peter Johnstone,"Wednesday, 9 August 1922 in Mosgiel, New Zealand","Saturday, 18 October 1997 in Wanaka","1.83m, 86kg",Flanker and Number 8,Mosgiel District High,Taieri,Otago,"Saturday, 4 June 1949v Boland at Wellingtonaged 26 years, 299 days","Saturday, 13 August 1949v South Africa at Johannesburgaged 27 years, 4 days","Saturday, 21 July 1951v Australia at Brisbaneaged 28 years, 346 days",9 9,17 17,26 26,Jersey Number 6 : 2 Jersey Number 7 : 1 Jersey Number 8 : 6,10 as Captain,"3pts (1t, 0c, 0p, 0dg, 0m)","6pts (2t, 0c, 0p, 0dg, 0m)","9pts (3t, 0c, 0p, 0dg, 0m)",495,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Ian Donald Jones,"Monday, 17 April 1967 in Whangarei, New Zealand",51,"1.98m, 104kg",Lock,Kamo High,Kamo,"Northland, North Harbour",Kamo,"Saturday, 14 October 1989v Cardiff at Cardiffaged 22 years, 180 days","Saturday, 16 June 1990v Scotland at Dunedinaged 23 years, 60 days","Sunday, 24 October 1999v Scotland at Edinburghaged 32 years, 190 days",79 (4 as a substitute) 79,26 26,105 (4 as a substitute) 105,Jersey Number 4 : 74 Jersey Number 5 : 1 Jersey Number 16 : 1 Jersey Number 18 : 3,1 as Captain,"42pts (9t, 0c, 0p, 0dg, 0m)","23pts (5t, 0c, 0p, 0dg, 0m)","65pts (14t, 0c, 0p, 0dg, 0m)",902,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Michael Niko Jones,"Thursday, 8 April 1965 in Auckland, New Zealand",53,"1.85m, 98kg",Flanker and Number 8,Henderson High,Waitemata,Auckland,Iceman,"Friday, 22 May 1987v Italy at Aucklandaged 22 years, 44 days","Friday, 22 May 1987v Italy at Aucklandaged 22 years, 44 days","Saturday, 1 August 1998v Australia at Christchurchaged 33 years, 115 days",55 (2 as a substitute) 55,19 (1 as a substitute) 19,74 (3 as a substitute) 74,Jersey Number 6 : 19 Jersey Number 7 : 33 Jersey Number 8 : 1 Jersey Number 16 : 2,"56pts (13t, 0c, 0p, 0dg, 0m)","13pts (3t, 0c, 0p, 0dg, 0m)","69pts (16t, 0c, 0p, 0dg, 0m)",882,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Murray Gordon Jones,"Monday, 26 October 1942 in Warkworth, New Zealand","Wednesday, 12 February 1975 in Auckland","1.85m, 95kg",Prop,Takapuna Grammar,Omaha,Northland,"Wednesday, 1 August 1973v New Zealand Juniors at Dunedinaged 30 years, 279 days","Saturday, 15 September 1973v England at Aucklandaged 30 years, 324 days","Saturday, 15 September 1973v England at Aucklandaged 30 years, 324 days",1 1,4 4,5 5,Jersey Number 1 : 1,0pts,0pts,0pts,723,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Peter Frederick Hilton Jones,"Thursday, 24 March 1932 in Kaitaia, New Zealand","Tuesday, 7 June 1994 in Waipapakauri","1.88m, 105kg",Flanker and Number 8,Kaitaia College,Awanui,Northland,Kumara,"Wednesday, 4 November 1953v Cambridge University at Cambridgeaged 21 years, 225 days","Saturday, 30 January 1954v England at Londonaged 21 years, 312 days","Saturday, 25 June 1960v South Africa at Johannesburgaged 28 years, 93 days",11 11,26 26,37 37,Jersey Number 6 : 2 Jersey Number 7 : 5 Jersey Number 8 : 4,"6pts (2t, 0c, 0p, 0dg, 0m)","54pts (18t, 0c, 0p, 0dg, 0m)","60pts (20t, 0c, 0p, 0dg, 0m)",556,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Howard Thornton Joseph,"Thursday, 25 August 1949 in Christchurch, New Zealand",69,"1.80m, 81kg",Centre three-quarter,Christchurch Boys' High,Canterbury University,Canterbury,"Saturday, 10 July 1971v British & Irish Lions at Christchurchaged 21 years, 319 days","Saturday, 10 July 1971v British & Irish Lions at Christchurchaged 21 years, 319 days","Saturday, 31 July 1971v British & Irish Lions at Wellingtonaged 21 years, 340 days",2 2,0 0,2 2,Jersey Number 13 : 2,0pts,0pts,0pts,696,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
